L_8s,L_4s
13,19
27,12
27,15
44,29
24,25
33,35
42,30
32,18
30,34
20,12
50,18
17,21
14,28
19,27
19,26
14,15
41,35
12,11
32,20
30,40
19,21
22,29
16,16
24,17
21,23
80,26
45,14
61,26
28,13
28,26
24,11
20,30
54,19
29,17
32,24
32,25
18,27
47,25
41,29
27,27
48,14
35,15
20,14
16,22
46,57
27,12
23,28
33,17
44,17
36,38
36,19
31,20
73,16
30,39
28,15
37,18
30,15
59,11
22,20
17,12
45,18
40,28
38,11
21,30
20,44
18,17
20,12
16,60
41,33
16,26
51,14
23,21
33,19
11,12
24,22
69,58
12,19
25,34
36,14
30,20
29,54
30,17
38,15
50,25
30,16
23,15
43,25
19,14
20,11
51,17
13,12
21,14
45,47
18,11
35,15
35,27
23,16
38,16
40,9
47,32
28,53
16,14
34,17
20,29
17,10
24,12
40,12
55,10
76,36
28,19
22,31
37,20
15,15
21,26
28,20
43,18
77,20
48,28
18,19
23,49
19,20
29,42
25,43
37,31
35,22
43,17
17,24
25,15
59,16
40,32
35,21
26,15
26,33
56,17
26,28
14,23
27,22
30,17
17,43
48,25
53,48
48,16
28,17
39,11
31,12
67,30
18,26
20,11
25,18
28,27
23,21
35,22
26,28
21,23
40,22
20,15
10,29
14,35
26,67
22,9
23,21
20,14
19,18
33,13
23,11
18,31
13,16
26,22
23,25
43,20
33,21
25,18
19,14
36,13
33,28
21,24
36,22
29,13
29,51
29,15
11,14
23,14
25,9
25,60
17,12
53,19
43,17
49,17
31,9
34,20
32,18
18,12
16,19
23,24
18,19
32,10
45,15
35,32
28,22
35,21
58,15
19,15
26,13
18,11
33,9
27,37
27,26
37,45
33,26
19,30
20,30
27,22
29,26
23,33
23,30
26,32
18,18
21,21
31,20
39,40
22,16
62,50
28,29
21,26
14,19
12,26
24,13
29,33
45,17
21,12
28,17
25,28
30,40
20,22
16,18
30,38
20,31
23,27
37,21
27,11
34,49
38,12
33,34
26,43
27,32
21,16
9,19
42,26
43,25
32,20
13,38
13,35
22,12
17,28
47,28
23,14
20,19
52,25
38,17
22,17
39,14
54,18
18,15
21,21
31,20
45,32
28,43
32,22
33,27
32,30
43,74
42,23
35,21
20,14
24,12
23,19
26,26
24,28
25,26
21,22
24,26
38,13
45,14
19,14
13,12
15,23
57,27
26,9
35,15
36,21
56,32
24,13
14,14
28,38
23,28
17,10
28,42
22,25
29,34
25,24
17,29
29,13
30,21
34,14
26,16
16,36
31,29
35,18
41,40
27,31
23,27
37,26
20,26
57,21
39,39
12,34
20,12
32,10
34,22
35,19
36,23
51,18
37,18
14,15
20,11
49,33
19,15
51,11
19,13
66,26
16,15
38,14
28,15
38,21
41,18
21,15
19,14
13,24
26,30
71,27
40,17
27,47
26,21
29,12
11,29
33,26
13,23
16,18
32,17
27,12
30,28
26,25
47,48
29,80
41,29
66,18
26,16
34,15
54,45
36,16
43,33
61,12
32,43
27,17
12,15
20,22
24,20
23,23
23,27
46,18
36,18
16,19
13,29
36,17
31,15
33,24
55,36
16,27
30,16
24,20
19,16
30,21
14,13
23,41
33,23
59,22
51,22
68,12
29,37
60,23
26,35
30,26
80,25
32,16
29,14
25,28
69,18
17,15
31,24
21,20
21,16
69,22
39,29
57,21
48,21
14,35
41,12
27,44
50,27
14,16
26,28
55,28
55,25
25,22
27,43
27,35
16,49
24,13
41,29
11,22
12,10
27,12
34,12
23,33
47,27
15,14
29,10
13,14
33,13
32,9
22,14
21,30
47,29
27,20
23,19
34,12
31,30
39,14
14,25
21,20
80,22
18,19
34,18
37,38
22,20
42,28
25,27
31,13
28,28
49,30
61,72
53,34
58,16
34,11
12,25
31,39
26,25
62,18
17,9
36,21
18,46
19,19
26,13
52,48
18,20
23,24
37,23
26,11
22,23
52,27
18,34
25,11
15,14
37,23
34,11
41,24
23,15
22,23
16,10
31,24
22,42
25,24
25,29
26,15
27,33
14,17
20,39
61,20
38,32
26,25
77,18
37,17
27,31
26,16
20,30
42,12
39,25
21,58
29,36
20,17
23,27
47,61
16,41
19,16
34,31
19,12
28,37
25,17
45,11
19,13
17,39
48,39
43,16
32,14
45,59
55,28
10,23
14,37
33,43
16,12
49,37
37,35
25,20
16,10
20,42
16,44
48,10
25,26
35,26
42,14
15,19
25,24
30,27
29,24
80,19
41,30
14,19
31,13
48,21
80,25
60,53
31,25
47,10
47,25
15,20
20,23
16,29
37,23
39,35
37,16
25,17
19,37
65,23
69,20
19,22
30,24
19,27
55,29
21,24
33,19
56,14
19,12
14,14
31,18
22,26
25,36
27,28
22,24
17,24
19,13
33,29
31,16
80,50
23,16
35,26
15,16
26,28
46,27
29,31
33,29
31,29
37,13
41,15
21,23
21,26
28,31
15,14
19,51
18,12
67,45
27,32
31,35
27,16
31,27
63,21
18,31
16,13
21,23
50,30
19,16
14,17
23,17
26,16
20,61
21,20
20,20
33,12
15,13
34,31
42,24
26,11
22,20
20,36
57,17
19,17
42,12
42,60
31,15
26,25
32,30
43,11
38,42
48,42
43,26
68,28
23,33
33,33
46,36
29,17
77,29
12,38
29,11
21,9
32,29
35,13
26,18
46,45
71,28
16,18
30,11
19,38
18,30
63,19
21,15
19,11
21,9
39,28
15,29
23,32
21,31
32,21
66,20
36,33
53,40
21,9
38,13
22,15
80,33
25,27
33,17
20,26
13,20
61,26
80,80
52,49
14,33
27,24
43,53
51,21
31,31
31,16
29,36
20,26
28,43
38,27
11,34
27,31
40,24
21,12
15,12
29,31
24,14
37,22
40,20
80,17
25,28
24,19
43,12
19,22
12,19
60,20
24,44
16,15
22,22
20,25
31,29
23,25
23,34
22,18
14,34
55,28
22,35
42,33
18,34
22,23
75,31
24,32
41,40
32,29
56,29
25,30
17,18
17,37
51,15
80,35
68,26
34,19
21,12
21,27
44,27
61,41
35,25
9,43
34,17
19,24
30,17
36,14
17,22
17,26
23,34
37,30
18,13
25,29
26,34
18,37
58,10
28,21
50,37
22,24
29,37
18,17
23,24
13,13
56,13
23,19
43,21
51,28
17,18
36,18
12,20
18,15
21,30
30,33
24,16
20,52
28,40
18,23
46,31
33,13
37,28
23,21
26,25
40,13
28,37
30,16
12,14
20,30
18,25
44,31
36,40
22,38
50,27
41,20
14,11
30,14
44,36
21,38
18,17
32,21
29,19
14,25
23,11
18,16
21,27
21,18
36,21
20,21
25,15
12,80
17,19
15,34
34,38
63,53
28,12
22,21
53,25
11,31
30,19
26,38
23,31
57,14
45,18
26,17
31,24
54,45
57,24
50,39
32,14
36,20
37,48
14,61
44,51
11,47
37,37
51,20
28,23
36,16
29,30
47,25
21,19
45,25
39,37
18,26
25,38
59,26
22,22
43,26
30,43
19,14
23,28
36,15
20,9
16,15
22,20
26,22
36,24
27,41
27,37
26,15
18,11
21,37
59,27
30,15
25,23
45,44
36,37
45,25
50,17
39,13
48,40
30,29
32,23
29,21
54,20
38,26
12,42
29,29
29,36
32,37
35,19
32,20
55,23
16,23
26,14
19,18
10,9
46,23
30,80
64,19
21,20
33,28
21,20
9,31
28,19
17,27
48,26
14,20
58,26
10,9
31,14
27,33
22,15
25,30
40,17
24,25
26,26
20,21
25,13
16,23
20,10
14,11
36,55
26,25
14,30
48,23
11,15
24,22
18,24
44,12
27,27
39,12
22,45
16,11
66,13
17,20
21,28
38,20
20,27
22,16
19,10
9,12
27,32
24,59
46,20
70,28
33,12
48,43
8,21
20,17
18,16
76,24
23,15
38,20
8,8
24,24
27,33
44,34
11,23
22,14
39,26
15,16
24,18
16,22
41,21
33,21
12,14
24,23
19,31
41,21
16,12
14,44
15,15
39,29
40,20
14,38
34,33
24,25
76,21
31,17
17,17
32,30
22,12
45,18
39,15
21,16
53,9
79,79
45,36
18,31
35,32
43,24
45,50
8,9
28,41
15,34
54,25
27,28
51,22
9,10
40,13
25,19
20,13
9,11
42,31
23,28
33,32
19,76
28,12
37,20
9,77
28,28
24,18
12,13
15,10
33,19
16,11
23,23
33,39
16,11
41,20
11,48
31,13
27,15
33,18
45,62
19,33
15,14
15,19
47,15
19,25
56,29
31,23
25,28
17,17
76,24
37,37
19,23
8,8
17,13
22,10
47,25
38,19
38,24
8,10
19,15
43,32
17,13
10,32
78,53
23,22
40,16
20,30
15,13
20,30
13,23
44,12
35,58
40,13
30,20
66,33
11,13
36,57
60,12
17,35
28,32
12,42
19,24
26,22
20,10
16,19
41,24
24,26
30,38
43,31
22,12
41,28
22,25
47,31
16,42
53,65
24,37
21,37
24,31
34,19
40,23
29,39
24,31
27,36
9,33
16,14
34,24
14,10
10,31
48,19
25,25
28,15
34,16
15,25
80,29
23,52
15,14
49,17
26,18
34,13
19,34
46,19
32,10
33,24
25,34
18,14
38,26
17,32
35,35
23,14
20,33
52,15
52,25
18,18
46,48
19,12
43,21
35,36
28,16
39,14
33,15
28,12
17,13
9,8
21,14
36,16
22,20
36,15
34,17
8,9
12,24
16,22
25,22
31,12
27,19
29,21
15,44
27,18
48,22
75,16
44,22
12,14
35,29
44,44
53,17
26,12
19,12
17,27
18,30
24,27
18,30
61,34
21,14
46,14
38,21
19,17
49,27
16,20
17,11
26,24
22,11
36,11
72,27
27,22
20,14
80,12
26,29
38,13
9,8
32,29
17,40
31,28
11,19
38,23
10,10
27,29
31,54
39,34
11,11
73,11
26,26
55,30
22,19
33,12
22,44
19,9
16,15
34,26
41,21
14,25
40,23
36,19
28,11
43,50
38,24
18,17
39,20
25,40
14,26
25,9
18,18
19,13
39,19
17,11
28,12
36,11
24,44
23,29
29,23
15,17
44,37
56,9
19,11
25,20
19,17
17,14
33,27
37,29
38,17
10,10
37,54
54,35
53,32
9,12
26,20
24,19
47,19
22,51
11,36
19,18
24,28
14,13
26,24
27,24
12,10
36,57
10,16
30,37
23,15
60,18
38,58
21,27
21,13
77,37
17,18
52,31
72,22
16,9
36,13
35,22
61,17
55,10
21,26
80,38
17,14
43,12
12,34
20,14
9,8
18,51
73,34
35,27
37,52
27,26
8,10
30,21
37,55
15,11
11,26
23,19
42,11
26,16
40,19
14,19
41,43
26,12
12,14
80,61
21,29
13,20
15,34
18,13
39,25
19,17
16,13
66,43
24,11
32,23
41,42
19,11
64,36
48,17
19,25
18,18
23,17
22,24
12,32
56,37
25,14
18,20
80,21
50,34
29,11
58,8
22,52
17,16
22,24
53,18
21,51
34,10
17,38
39,18
28,13
25,29
30,34
38,17
28,34
30,15
42,36
19,72
20,11
14,12
16,11
18,11
11,21
20,23
16,14
34,41
80,40
30,17
46,27
23,17
29,12
41,24
44,20
43,17
43,23
26,19
80,27
29,12
27,31
31,46
30,32
25,36
47,36
21,13
23,10
30,14
8,21
34,13
17,17
30,51
27,31
45,16
10,31
15,33
39,14
41,10
30,12
27,16
29,22
29,15
25,17
27,22
51,15
47,23
11,30
47,35
24,20
30,13
51,27
16,12
17,14
41,10
30,25
80,41
49,21
45,17
15,26
23,12
22,19
27,80
27,25
18,12
29,19
23,52
35,48
23,26
14,11
18,19
17,14
39,11
36,14
9,33
19,18
18,9
29,80
32,15
27,15
24,8
26,11
16,21
32,33
11,24
28,43
16,30
41,28
22,18
28,11
16,18
28,18
25,12
15,31
24,43
14,11
27,37
11,30
24,13
34,21
27,30
27,14
12,17
29,18
44,11
23,16
23,31
26,25
13,9
19,13
16,22
17,19
40,23
39,17
28,14
77,44
63,50
76,49
18,18
47,20
22,18
15,23
27,14
15,10
38,17
8,8
30,13
34,32
22,15
75,33
34,27
32,29
31,23
23,41
50,57
25,19
11,15
12,14
42,28
66,14
36,35
37,15
12,12
42,38
18,37
46,31
34,25
18,11
20,29
28,31
22,35
67,20
57,30
17,18
27,16
27,23
36,17
39,12
58,15
25,41
17,36
66,18
26,12
19,12
8,8
20,16
21,25
50,14
13,11
34,14
10,28
33,18
80,50
13,19
10,24
18,25
10,25
26,30
19,15
30,9
22,31
11,10
11,28
33,44
29,30
26,18
25,30
18,30
27,50
30,22
27,22
27,42
79,16
27,31
42,14
17,35
19,21
22,12
19,22
17,23
39,12
42,11
45,12
44,30
36,29
32,37
15,22
28,49
15,41
8,8
21,27
25,12
34,40
11,27
31,14
10,8
16,16
64,49
13,23
33,21
18,14
63,44
27,32
22,17
10,23
18,22
28,11
11,15
63,12
14,17
23,12
17,27
13,30
40,18
43,41
47,11
30,45
27,35
37,27
44,32
48,44
17,20
53,13
16,11
58,18
28,19
30,13
38,22
43,23
27,42
16,15
21,19
40,12
19,23
9,9
17,25
15,11
31,21
28,47
43,32
8,10
18,25
29,21
48,12
34,45
28,31
25,30
26,17
20,28
28,10
80,31
24,9
14,14
45,23
29,32
20,40
18,22
34,13
37,40
14,18
38,17
16,36
41,16
19,34
57,25
23,17
45,18
27,14
14,26
38,19
23,22
20,26
50,23
41,23
14,24
15,32
26,20
76,9
34,18
28,9
29,14
32,30
23,14
39,23
35,37
8,10
17,34
43,15
25,11
25,9
37,33
19,19
42,34
56,22
13,12
18,20
26,24
29,26
34,19
22,14
11,18
58,12
16,16
58,19
19,52
31,20
58,23
21,23
21,11
44,14
19,16
20,20
18,12
18,29
33,12
21,24
49,28
56,34
30,16
54,34
45,35
27,32
29,9
53,37
27,50
22,16
22,12
40,29
12,29
33,25
9,8
19,14
13,17
49,11
11,21
44,35
76,50
54,15
51,33
27,9
18,17
11,10
13,14
27,39
48,17
38,20
67,31
34,18
30,42
47,21
32,29
30,14
11,21
31,17
60,36
23,15
21,32
19,13
18,11
48,40
20,23
45,11
24,21
29,44
30,17
17,16
36,12
47,50
38,16
9,8
31,20
15,35
36,26
13,14
32,17
10,10
30,14
34,45
37,34
10,10
20,28
73,16
15,22
40,36
36,24
19,17
13,26
27,38
61,29
44,29
15,20
16,14
39,19
69,32
56,21
17,16
72,22
26,24
33,12
12,22
21,9
21,16
26,15
24,21
32,12
14,14
31,21
22,11
27,17
45,30
17,20
24,21
39,45
27,47
34,8
19,16
15,32
33,38
25,12
31,28
8,51
21,25
44,19
15,16
31,10
30,24
42,56
15,35
31,16
15,29
46,38
10,13
11,46
27,13
33,52
37,18
45,25
16,14
31,26
38,22
17,13
18,18
31,10
25,13
24,32
17,29
45,18
19,29
52,23
10,35
26,20
19,11
46,21
22,32
19,26
20,20
24,20
40,17
62,21
26,8
19,13
17,20
48,14
50,22
29,23
10,9
41,39
36,15
23,21
47,35
23,13
55,29
40,15
40,26
24,23
38,25
38,25
15,27
25,32
72,13
29,11
42,25
10,34
56,31
19,17
80,39
16,40
26,18
44,16
52,51
65,33
37,22
31,19
15,17
70,30
15,12
22,10
47,23
28,30
27,16
49,30
23,28
47,24
37,12
27,8
36,27
48,20
49,16
27,46
27,30
8,8
17,18
30,21
15,15
37,12
23,66
21,30
28,17
30,23
33,15
38,15
12,25
12,27
21,36
17,25
11,20
18,18
80,16
33,56
25,42
33,20
24,28
10,24
26,14
15,64
10,18
16,18
36,33
11,14
17,10
17,36
17,43
46,46
25,14
39,17
46,29
71,25
28,23
19,13
8,39
19,13
31,14
33,19
18,31
33,25
9,24
14,14
27,35
14,35
12,11
47,16
80,33
26,18
46,15
11,26
18,35
54,17
52,33
25,12
18,17
14,11
32,12
12,39
32,14
80,35
44,43
75,15
11,24
45,12
35,59
43,33
18,21
24,24
15,11
16,12
36,39
21,10
27,12
48,31
28,26
74,75
32,19
26,9
16,23
25,32
21,18
39,14
57,17
23,27
57,36
10,32
26,25
10,10
13,23
48,12
25,25
50,9
31,34
35,20
29,34
18,17
28,26
14,14
29,14
20,21
16,14
56,13
37,18
31,14
23,16
24,12
28,17
62,19
27,20
25,43
25,24
19,17
18,32
21,10
37,10
25,16
25,24
50,15
48,38
35,25
29,15
25,60
36,11
23,22
8,9
19,14
36,20
31,17
27,12
16,21
9,9
19,23
27,26
33,11
10,12
43,32
51,35
35,22
34,33
41,22
45,17
13,12
13,25
35,24
16,32
13,18
38,16
33,25
30,13
13,19
27,21
45,34
10,24
43,46
36,17
17,11
25,22
19,45
19,16
18,32
47,15
24,20
41,24
31,24
35,31
22,38
28,23
30,38
36,19
27,9
22,37
33,13
43,50
23,31
34,39
8,8
30,14
26,20
49,19
26,32
54,19
23,80
29,33
23,26
41,36
18,21
26,26
16,27
24,32
53,12
20,13
35,27
12,14
15,13
77,30
24,21
37,14
10,25
46,11
33,22
30,23
43,20
29,16
38,24
23,12
15,21
23,17
58,33
33,38
52,36
17,42
47,12
55,50
26,19
38,9
18,22
16,9
41,30
56,10
23,18
71,8
37,40
16,17
18,13
12,10
36,27
22,30
15,17
22,32
15,28
80,32
30,20
13,27
39,43
18,49
21,10
62,20
12,18
36,20
25,47
35,19
42,16
22,11
39,39
17,41
34,44
16,29
47,23
38,9
48,18
15,24
22,30
9,10
21,35
36,14
68,30
30,14
38,31
19,36
28,21
17,37
25,10
28,30
20,72
59,24
9,24
18,16
25,10
23,13
24,11
21,18
29,39
37,34
33,17
36,41
43,31
27,35
34,12
62,31
22,35
12,12
14,66
21,14
47,16
48,24
25,20
23,40
33,25
44,18
32,14
36,12
39,18
54,26
52,24
16,12
16,14
16,12
9,11
26,62
15,14
30,37
34,25
25,22
31,17
9,28
31,28
16,31
32,27
49,15
30,29
9,9
18,13
17,17
12,12
12,11
37,47
39,36
24,37
19,31
29,9
25,25
20,14
11,11
37,14
24,14
14,21
18,35
10,12
34,33
18,16
39,19
20,23
24,13
28,11
12,12
40,22
18,36
44,25
18,21
45,15
22,13
17,11
35,10
51,35
39,25
18,14
68,32
28,12
21,19
26,21
54,21
22,30
23,22
12,17
36,26
24,8
23,11
19,11
36,54
9,33
25,62
30,16
36,17
25,16
13,10
80,50
20,24
32,36
26,31
37,15
31,27
35,15
11,10
44,56
49,35
34,21
18,29
31,12
21,13
39,37
20,26
20,19
44,38
26,17
13,16
39,13
21,16
10,40
27,17
57,16
18,19
47,17
65,48
16,13
8,8
18,16
17,45
73,11
12,10
26,15
8,42
16,11
21,30
25,21
10,31
36,33
42,20
35,16
26,34
16,22
26,21
22,19
31,12
44,16
40,18
12,21
35,14
32,37
31,53
21,13
15,24
32,14
24,41
25,14
64,35
18,17
24,23
39,26
53,74
14,28
23,26
27,12
62,11
45,26
13,52
20,39
32,21
47,80
18,12
8,9
20,54
32,22
43,19
80,30
34,21
9,8
19,32
45,13
25,32
12,12
55,71
22,17
43,42
20,22
16,43
42,23
10,9
13,14
34,11
27,13
11,26
36,13
35,12
19,14
32,57
38,35
51,50
10,23
22,20
80,21
17,26
18,20
26,19
16,21
19,12
30,18
60,31
26,26
33,11
30,32
15,33
36,35
35,35
18,18
44,8
17,17
21,31
22,35
20,13
31,39
62,9
77,29
80,18
23,35
35,10
22,26
50,48
15,37
39,23
23,11
45,34
80,18
60,52
28,11
45,11
16,13
30,38
13,37
17,16
17,37
27,26
35,37
39,19
21,17
13,21
66,14
16,18
32,24
27,17
17,11
15,28
18,12
53,11
54,32
18,19
30,15
18,18
37,11
29,25
9,9
19,31
22,28
64,28
14,21
26,28
9,9
16,31
34,21
30,12
23,39
38,32
24,16
26,18
34,17
15,25
25,15
10,10
26,12
25,12
19,18
11,30
47,24
32,11
17,22
15,17
18,24
38,15
11,11
34,26
12,14
68,30
16,31
51,14
15,9
17,17
41,61
19,36
77,62
45,44
28,10
52,65
32,18
39,10
17,34
8,29
18,35
27,35
27,17
42,10
37,40
10,9
31,15
42,21
13,46
66,28
48,13
46,15
64,33
42,26
10,19
45,32
46,31
14,12
42,14
23,18
17,10
39,32
18,40
33,31
48,27
17,20
37,32
12,31
20,16
12,56
11,11
18,34
32,30
14,17
18,12
22,32
32,16
54,20
31,31
31,35
71,32
38,31
55,12
32,17
25,30
17,21
15,20
51,13
11,25
37,26
8,9
24,25
27,17
20,65
11,9
25,21
22,14
26,28
21,28
52,27
20,15
37,20
27,14
24,33
19,25
14,13
30,13
11,11
17,41
38,22
28,29
28,19
10,48
39,34
15,13
35,19
18,45
19,19
14,9
17,16
19,24
32,21
53,46
21,13
55,32
35,48
44,18
52,28
19,21
8,9
29,47
31,30
35,19
46,18
43,33
9,10
19,14
59,55
33,12
12,10
27,25
53,28
28,34
22,18
38,12
17,24
10,11
14,13
38,26
25,40
15,17
43,79
33,13
33,32
20,28
43,34
42,21
71,30
51,24
15,29
36,38
16,18
47,31
15,19
52,14
35,15
37,11
10,24
39,30
35,35
16,17
31,22
30,27
33,14
8,9
52,16
47,19
22,17
26,22
27,18
9,22
18,15
20,15
22,12
9,9
37,53
44,15
35,15
21,15
66,19
18,34
12,27
13,12
69,30
32,40
28,10
54,43
19,31
33,49
22,17
24,11
47,19
23,11
27,32
30,36
37,20
21,20
18,31
15,48
19,16
47,25
16,16
41,15
21,14
76,25
17,20
24,22
26,10
19,31
8,24
17,14
27,24
42,28
12,25
27,18
8,10
19,34
16,15
54,12
9,32
31,34
30,31
26,17
22,16
14,36
22,18
13,50
13,39
71,31
31,24
11,14
37,71
19,39
48,28
19,13
31,39
19,36
45,24
22,20
42,21
45,31
16,16
34,40
15,12
13,32
62,30
19,17
12,11
34,24
48,65
68,31
34,26
80,24
66,46
9,32
59,13
37,31
25,25
26,32
41,35
10,8
24,28
39,45
54,14
12,11
65,15
36,32
45,29
31,25
10,9
29,48
80,31
28,11
26,35
20,54
12,13
38,36
10,19
36,13
47,28
19,33
16,47
10,12
14,45
52,14
36,21
16,19
39,19
22,21
33,27
36,12
19,13
26,10
38,21
31,36
30,19
17,26
48,16
21,18
9,21
40,15
17,16
50,37
28,10
39,29
10,10
16,23
40,11
15,36
58,51
24,36
49,25
37,47
27,23
15,27
45,47
28,35
15,12
32,52
27,27
19,17
41,70
72,10
24,19
80,22
25,22
26,23
21,32
22,29
61,39
21,10
21,33
35,58
38,31
18,12
23,29
19,18
9,27
42,17
17,19
15,50
17,50
25,14
50,11
8,21
28,15
15,10
28,49
26,40
18,17
9,10
28,14
16,27
23,10
29,9
25,24
28,22
52,27
36,17
10,37
31,16
22,10
12,11
74,42
18,42
15,10
17,12
34,19
17,18
63,24
34,25
32,13
11,41
22,47
14,24
18,31
25,33
38,24
21,25
17,16
14,14
24,17
31,10
37,61
68,11
15,41
80,18
43,44
43,45
8,9
20,14
18,30
23,12
56,20
39,59
10,10
27,11
33,74
24,13
9,9
24,18
38,16
26,18
26,20
25,21
18,26
29,14
14,12
25,20
33,21
35,28
26,30
62,11
16,30
21,17
39,32
45,45
11,10
36,22
59,38
20,14
23,16
62,22
16,19
21,14
46,27
19,12
46,52
21,11
19,21
17,20
14,40
35,12
24,15
41,8
21,13
16,43
33,27
19,9
20,18
9,22
37,31
36,26
39,22
30,28
49,39
54,30
33,16
22,17
38,24
39,16
14,9
12,13
48,31
26,14
30,18
15,33
16,11
38,44
19,37
33,48
25,17
10,34
24,11
38,37
26,16
17,23
45,19
13,16
49,30
26,37
19,20
46,35
33,38
27,17
63,18
29,32
33,45
37,17
38,8
22,29
15,14
56,20
51,43
36,43
8,10
37,15
46,21
17,16
12,35
24,80
67,45
27,40
42,36
35,11
28,21
27,22
12,13
25,14
18,12
12,17
28,26
16,25
23,16
24,26
29,28
26,18
11,21
19,16
13,13
20,21
20,17
49,16
25,15
35,58
24,36
27,16
27,11
38,23
12,26
40,31
26,17
26,12
33,14
31,8
34,16
22,18
36,12
15,9
53,16
9,30
40,29
26,14
24,33
32,37
55,21
23,22
15,21
22,18
11,12
21,14
24,39
11,13
29,23
80,19
55,21
16,29
11,19
33,38
19,23
47,13
25,37
43,25
68,22
30,15
13,35
18,18
25,61
16,24
34,34
24,13
20,10
23,26
35,30
54,24
44,17
27,38
40,12
20,16
58,27
39,21
23,19
52,15
21,19
27,25
10,8
16,14
73,15
34,34
10,11
38,47
64,12
44,25
40,33
11,11
63,27
24,34
39,16
26,12
19,16
22,18
27,46
22,17
15,22
26,30
49,37
32,29
11,22
80,11
36,46
14,20
16,33
29,28
20,19
34,17
16,30
16,20
76,28
11,11
11,16
21,15
57,60
48,25
30,21
9,41
44,19
47,33
26,11
18,30
26,31
59,9
30,24
10,17
51,11
9,12
20,14
27,15
29,17
27,25
43,25
43,22
37,23
15,11
25,21
19,15
29,20
60,72
40,13
16,17
40,27
47,22
43,20
32,12
25,11
13,25
25,23
17,17
25,12
19,13
20,15
18,20
33,21
32,22
38,28
28,11
49,35
26,19
42,10
18,26
9,51
20,31
43,13
31,20
14,18
28,21
8,22
18,11
37,14
23,35
12,10
39,21
24,15
31,45
19,26
10,42
51,15
25,27
11,25
34,53
22,12
17,30
28,22
22,34
17,29
21,21
34,80
25,14
39,33
21,20
27,25
31,24
23,16
39,24
25,21
30,25
37,19
31,43
24,19
38,20
53,21
17,16
27,29
41,39
23,54
9,9
30,25
21,18
24,30
15,22
34,21
8,9
32,26
41,35
15,15
9,29
45,47
19,15
39,43
26,20
22,14
19,33
25,12
25,15
39,33
36,31
18,12
47,13
12,21
37,18
17,20
49,28
29,21
11,19
29,13
77,25
41,17
21,40
73,59
24,14
21,14
16,22
33,28
22,30
58,17
24,27
16,22
38,26
40,10
48,12
33,9
19,19
27,25
27,31
11,18
27,47
9,37
29,13
36,50
38,11
25,12
68,33
42,56
31,17
37,39
21,38
30,14
27,12
11,13
26,26
43,28
11,10
65,28
40,18
32,15
72,34
42,22
52,37
21,20
22,22
37,33
19,17
22,19
34,18
25,12
33,34
30,23
17,17
25,22
49,13
28,18
20,42
40,29
27,24
34,12
27,9
39,24
33,10
22,24
31,30
34,14
8,9
27,18
26,14
25,23
48,10
22,27
23,21
39,17
71,16
24,14
50,15
12,12
11,11
26,16
24,25
34,24
34,18
10,21
33,13
21,20
18,23
27,19
34,24
20,18
32,65
26,18
16,19
40,57
24,14
15,23
16,26
16,29
24,21
11,24
29,26
17,16
60,21
31,27
39,45
8,43
18,18
21,11
56,34
47,24
37,30
10,9
28,15
40,23
61,20
12,43
52,19
18,11
17,17
20,36
21,18
33,16
46,9
11,14
35,14
17,15
13,14
37,45
17,13
73,24
23,12
16,22
16,19
39,39
21,13
49,31
41,21
17,36
21,25
33,25
17,18
48,38
17,10
71,51
24,49
34,11
33,15
45,37
39,24
41,15
9,34
20,15
17,18
38,28
55,51
26,14
8,9
21,24
54,17
22,25
12,12
19,24
22,35
26,33
41,31
24,27
18,27
28,9
13,26
35,68
14,50
28,20
49,12
19,33
26,18
43,15
49,35
16,38
23,23
22,12
14,31
18,21
25,18
60,26
27,26
17,20
27,24
30,22
30,34
27,33
27,57
18,17
30,12
21,13
17,22
28,47
29,18
18,10
25,13
15,9
24,15
9,10
36,26
19,40
22,17
30,11
18,32
29,15
28,19
28,49
29,33
53,18
80,12
13,28
34,17
44,33
38,12
22,12
18,21
32,10
27,34
28,11
16,38
22,19
46,11
29,12
31,22
18,17
33,13
13,9
18,30
19,17
31,11
27,20
37,30
27,16
41,18
14,15
40,22
18,49
9,8
35,30
43,23
25,14
20,27
44,46
9,51
18,14
33,15
10,17
39,24
20,25
28,15
29,34
19,17
16,22
27,15
20,19
30,16
29,26
17,53
16,26
40,18
11,12
23,12
36,43
24,17
26,30
26,23
22,20
35,22
24,17
17,17
44,40
17,78
33,27
16,14
32,20
27,18
36,14
26,26
23,30
17,19
70,11
17,31
24,43
17,26
17,36
26,35
35,24
64,66
8,31
55,52
37,32
35,16
26,27
21,21
22,19
44,21
29,19
17,13
19,15
27,20
34,14
27,43
18,36
14,29
17,15
28,28
39,17
53,32
26,17
46,43
43,31
37,29
15,36
17,13
19,23
50,19
31,22
19,13
16,14
16,26
27,9
22,50
41,34
17,17
19,33
25,11
17,16
25,8
20,34
36,18
35,36
25,45
31,57
8,9
28,27
27,27
20,14
9,22
31,13
23,37
24,16
19,28
24,14
16,21
10,23
14,35
59,60
16,44
16,17
28,38
34,19
38,11
22,15
16,19
27,27
22,27
57,25
80,30
24,24
18,21
38,15
18,60
16,25
23,12
20,22
23,25
24,20
66,37
62,14
40,13
27,11
39,18
28,24
52,16
16,27
51,12
13,25
63,34
10,8
27,27
36,21
39,14
60,12
36,35
32,59
41,16
22,39
