L_8s,L_4s
14,33
80,18
25,22
51,22
49,13
51,8
32,38
20,9
36,43
23,15
20,15
53,21
38,13
13,31
12,58
17,43
46,30
22,9
18,20
43,24
26,28
11,14
14,14
22,16
10,8
52,33
25,31
36,13
31,11
27,30
37,11
43,33
27,23
32,16
29,32
36,41
40,31
20,22
15,32
9,10
41,49
22,24
24,15
35,80
31,34
20,24
39,35
24,13
27,52
19,13
34,38
15,36
9,13
30,30
25,31
36,19
22,12
19,30
32,25
30,19
18,39
45,28
34,54
17,10
23,31
30,31
29,43
27,42
22,21
10,10
31,33
10,33
16,19
37,30
11,35
25,9
44,10
27,24
50,19
25,19
41,20
55,42
42,48
18,22
11,11
58,17
19,21
47,41
17,15
19,27
10,15
33,18
14,22
36,28
38,24
9,8
15,15
18,31
33,33
34,39
35,28
13,23
22,10
15,10
23,10
43,42
28,27
8,20
17,17
25,21
34,30
24,19
44,11
22,19
9,8
17,38
26,55
18,38
37,23
23,13
12,14
33,26
14,10
32,16
30,20
63,28
20,31
60,40
21,13
8,10
28,11
20,22
34,40
17,39
67,80
11,14
23,34
40,13
59,31
12,32
47,8
16,33
20,15
37,22
33,24
16,18
53,62
21,9
12,14
23,54
37,15
32,14
9,9
30,16
29,40
24,24
10,9
37,16
24,31
25,10
37,56
25,19
57,10
15,31
20,14
32,17
15,15
49,29
42,23
16,18
49,18
31,80
35,35
15,17
9,8
50,18
18,11
35,27
29,17
53,22
23,25
31,19
27,22
36,38
28,12
10,8
15,54
31,22
31,36
37,24
51,28
20,17
24,10
34,21
38,31
64,25
31,39
9,8
33,22
59,22
25,25
11,11
15,18
80,57
10,32
16,13
28,17
20,13
27,65
23,13
11,10
38,10
16,11
24,25
16,16
33,21
30,20
23,47
15,25
8,8
25,13
18,9
42,33
22,14
18,30
24,12
40,18
32,27
17,42
20,19
9,31
72,15
11,16
20,44
38,34
23,22
75,29
22,27
14,11
10,44
36,15
36,24
33,8
30,21
27,15
26,18
32,20
12,19
23,21
8,9
36,27
9,10
16,28
46,37
11,26
57,13
17,14
51,13
27,15
38,24
26,20
23,18
24,16
37,29
8,9
24,32
19,10
31,19
18,33
28,14
72,17
80,22
24,51
78,40
12,12
8,22
17,28
9,14
43,28
37,25
15,20
32,13
26,29
31,38
19,11
30,32
21,15
9,8
34,19
80,49
21,29
35,11
36,34
35,38
9,28
34,26
11,10
17,20
80,13
22,33
18,13
80,37
18,57
32,28
24,63
28,21
21,22
57,18
43,12
10,8
80,12
16,50
36,80
30,13
21,21
19,30
28,30
18,17
23,35
14,13
51,73
80,18
18,68
29,29
25,15
34,19
20,17
39,13
15,12
27,12
26,25
32,16
9,8
20,16
27,25
42,33
22,10
13,21
24,16
10,33
25,57
49,40
15,10
27,74
23,22
11,10
66,16
22,22
22,16
26,20
70,19
22,20
48,36
33,28
10,8
58,68
56,12
18,9
35,15
40,23
38,25
45,29
45,27
20,21
62,18
74,8
36,13
18,14
24,25
22,23
24,18
26,14
31,16
20,11
39,21
52,29
19,16
51,20
20,17
20,22
21,23
26,20
13,23
32,40
10,31
15,39
60,19
42,56
20,13
43,21
30,12
35,35
22,13
34,37
25,22
34,26
23,14
19,25
32,16
8,11
57,43
22,26
38,20
23,13
31,17
38,19
25,23
14,12
30,23
19,79
52,8
44,10
45,41
37,39
44,35
18,14
35,13
12,23
11,9
10,23
16,26
28,29
32,22
24,10
17,55
43,39
10,13
32,13
33,21
8,31
16,12
11,48
15,11
19,24
55,29
12,24
17,15
26,26
47,19
27,18
27,29
20,23
52,24
22,24
10,8
27,35
16,18
43,13
24,28
35,27
36,37
24,29
43,45
48,31
21,11
10,8
36,51
12,31
32,20
47,24
39,23
25,16
20,9
13,32
12,11
51,19
80,54
8,8
28,29
47,37
24,42
10,9
27,15
22,29
23,10
15,28
27,19
28,10
37,14
30,20
16,9
51,28
21,12
48,45
18,15
44,28
22,18
35,18
15,24
10,9
38,13
26,18
23,30
23,18
26,19
10,12
36,25
17,27
23,12
28,13
10,10
14,14
21,54
34,18
40,24
19,12
41,30
31,21
32,26
9,21
42,19
20,16
9,8
32,23
30,19
63,30
10,19
13,17
32,25
23,9
31,27
12,17
20,12
27,23
33,11
49,14
17,27
26,15
27,19
20,26
46,20
33,55
34,24
36,29
8,10
80,35
43,22
44,9
15,33
31,32
17,25
46,20
31,26
44,35
28,38
8,25
42,28
20,21
59,23
45,22
18,16
59,35
12,26
52,15
28,10
31,25
80,16
8,8
20,22
31,42
80,43
29,15
32,23
72,19
8,22
15,14
9,47
16,12
31,15
57,13
11,10
17,12
14,17
19,15
18,15
26,63
42,19
50,31
66,13
10,9
19,31
16,10
28,34
18,16
76,17
12,14
26,32
36,19
21,11
31,44
36,9
17,37
9,14
19,10
35,39
16,13
37,30
27,10
27,16
29,9
26,14
29,38
23,9
17,18
24,28
35,31
43,14
36,20
44,39
46,25
80,42
49,12
15,29
23,12
11,13
14,13
14,31
21,23
41,16
29,21
26,36
57,25
30,16
15,19
10,10
17,14
48,17
55,21
15,16
22,19
14,16
33,40
32,15
56,17
27,19
8,8
15,19
9,18
34,9
25,22
19,12
16,38
19,22
19,11
57,32
17,24
46,22
22,9
27,17
46,19
32,24
29,12
21,18
18,33
10,8
44,13
11,29
58,17
15,31
21,11
10,9
15,26
46,12
17,16
37,67
27,20
30,33
26,32
17,15
10,10
45,80
20,17
28,41
22,13
39,17
20,14
33,15
14,22
23,12
30,21
8,22
43,16
14,48
37,9
33,25
22,18
24,21
19,35
35,24
36,22
30,38
33,37
8,9
41,34
43,44
37,42
65,10
49,11
48,17
27,22
15,16
10,34
43,16
40,29
26,13
10,25
17,29
58,22
21,14
39,21
49,22
33,47
22,13
18,33
8,9
35,22
42,30
24,11
30,14
22,18
47,10
53,41
19,19
55,46
40,27
8,8
14,60
17,15
42,36
59,15
18,13
80,50
23,27
21,11
29,20
33,18
18,28
8,9
33,22
18,29
51,20
27,27
12,20
29,16
10,8
26,30
32,10
19,17
15,17
11,39
11,18
15,32
46,25
29,25
17,14
20,17
39,14
29,17
44,67
10,8
80,52
22,26
23,18
15,26
19,18
18,11
36,34
15,22
32,21
37,31
10,9
26,22
19,23
50,45
23,17
15,16
18,13
39,12
20,12
28,27
32,21
18,35
44,32
17,10
80,57
22,20
25,14
40,26
22,34
9,9
16,48
47,26
16,19
34,65
36,22
37,31
16,26
14,12
17,28
32,17
30,28
33,29
57,23
34,26
11,11
71,12
23,20
9,21
17,50
33,18
25,15
37,31
25,15
25,20
17,20
8,9
18,13
15,9
32,26
25,14
17,12
35,27
38,12
12,17
77,9
15,20
19,27
8,21
23,26
44,17
42,17
43,12
64,31
34,38
10,44
16,13
57,18
19,14
29,19
11,14
13,24
21,10
45,18
64,43
28,13
41,19
43,14
31,33
36,31
9,10
40,18
23,17
46,39
16,13
53,33
9,12
44,24
39,27
33,19
29,18
8,38
14,43
38,19
20,40
38,25
22,34
42,12
44,13
11,14
10,21
21,11
37,17
52,20
23,27
43,19
25,38
19,30
26,16
40,31
9,8
31,17
9,25
17,16
80,27
27,30
36,10
15,12
26,13
23,30
40,33
71,19
21,15
35,17
33,13
9,10
56,18
24,17
79,20
43,18
30,19
24,44
26,19
16,18
37,11
29,10
8,8
67,13
14,13
53,20
23,14
15,13
16,19
32,12
19,18
21,21
12,17
22,20
9,9
31,35
29,19
26,19
17,27
22,14
31,30
10,35
16,28
12,11
70,12
20,24
12,22
10,9
14,28
26,12
21,24
26,15
26,45
36,34
69,28
25,14
8,9
26,11
16,12
32,18
42,30
29,23
9,18
31,17
46,33
33,41
22,13
10,9
31,15
35,9
47,24
23,37
48,14
23,30
67,52
32,13
32,50
44,31
18,29
9,39
36,22
29,51
80,20
12,26
37,11
43,17
10,8
16,15
9,23
16,11
45,32
40,30
13,35
16,33
15,25
49,30
17,15
35,35
23,14
33,46
19,43
10,10
46,24
24,10
39,19
32,16
24,37
24,35
32,34
14,25
35,24
12,13
29,10
50,25
42,45
28,29
31,34
22,19
36,69
35,20
30,12
21,24
26,16
70,24
15,26
57,32
28,12
41,24
16,11
17,80
14,22
23,38
12,24
17,17
41,28
36,15
15,17
41,22
15,17
8,21
21,47
34,16
32,40
20,9
25,9
13,13
11,11
28,48
19,17
32,28
49,38
29,25
50,29
13,13
51,40
53,20
54,19
23,27
17,13
20,29
31,39
46,40
19,27
65,32
21,18
16,17
54,23
23,18
35,17
14,15
34,16
39,15
57,49
22,23
49,18
13,18
21,13
80,16
33,17
24,33
14,26
14,16
73,49
15,16
22,21
19,30
29,44
20,20
25,15
28,9
19,17
10,9
37,40
22,17
21,24
28,28
21,22
30,12
50,14
33,32
34,25
32,30
40,25
23,19
18,24
52,12
22,20
54,25
40,12
15,63
45,33
45,22
39,15
22,23
51,15
29,33
44,16
34,57
11,43
31,30
12,14
36,15
32,45
30,19
24,52
42,10
26,17
27,16
19,14
8,25
48,18
16,34
50,18
27,9
11,28
12,22
8,8
51,17
16,14
9,11
54,18
28,36
22,27
23,15
36,38
18,34
34,33
33,15
31,57
18,11
22,28
29,28
32,11
15,22
30,22
37,14
24,19
32,17
55,32
27,30
18,17
70,25
59,21
13,18
24,36
12,12
61,29
50,11
29,26
49,22
42,13
80,28
32,26
13,15
30,9
18,23
38,17
40,22
27,9
21,45
20,19
9,10
44,45
27,14
25,19
43,15
56,26
48,32
26,26
27,29
49,27
25,13
34,14
38,22
16,24
25,16
29,33
19,17
14,26
15,15
25,13
40,32
35,21
54,29
30,47
42,36
36,48
17,23
11,16
31,24
32,15
39,21
37,19
36,18
38,68
45,28
13,14
37,38
20,15
22,25
34,28
18,16
17,22
9,13
11,12
13,29
8,8
51,27
80,31
18,65
67,21
38,31
41,31
16,16
49,29
31,18
34,13
27,15
21,19
16,15
30,19
27,30
17,24
15,40
18,15
30,15
37,22
24,24
55,24
35,18
44,24
42,21
19,17
15,13
24,23
54,14
22,21
62,13
33,31
29,30
36,32
26,13
42,23
17,12
54,34
26,18
19,19
58,21
14,22
20,33
20,27
8,11
42,28
49,16
28,10
23,27
26,14
18,14
32,16
27,63
45,50
20,21
24,18
23,21
41,14
29,38
44,22
24,27
16,13
27,16
13,12
26,21
27,42
63,21
18,66
61,17
25,21
51,17
12,19
52,31
51,23
21,16
26,10
16,17
23,52
38,14
33,20
23,20
21,18
9,21
18,26
16,16
30,18
25,15
25,12
29,31
11,11
33,27
19,22
47,23
28,24
36,21
44,15
11,35
40,41
45,18
23,43
36,16
15,42
38,28
16,16
48,45
25,39
15,15
15,29
15,27
28,27
46,21
21,20
49,80
31,17
39,20
21,15
18,10
54,34
14,16
38,17
25,14
15,17
45,59
67,10
29,37
37,16
12,14
23,21
72,19
17,27
31,26
22,11
28,28
10,10
8,10
35,18
35,72
9,34
28,11
26,30
22,19
16,31
30,52
39,28
26,24
26,29
22,12
23,51
43,29
21,36
18,16
13,26
17,14
14,13
33,53
39,10
25,18
17,41
28,27
80,14
48,14
16,21
34,24
28,13
28,17
49,13
16,24
42,33
43,20
35,24
58,46
12,14
22,8
42,26
42,16
32,31
12,47
14,22
22,44
10,9
39,22
17,21
21,17
25,13
60,23
19,19
47,17
27,34
40,24
23,24
53,20
15,15
25,24
32,37
29,15
25,16
36,33
14,18
28,56
29,24
25,17
31,17
21,24
19,31
49,44
19,33
37,11
31,16
35,13
22,24
24,21
16,24
53,16
45,20
28,14
66,15
13,20
26,32
58,20
29,17
20,51
9,15
16,9
17,13
10,8
33,38
26,30
23,32
24,31
23,19
19,39
14,11
30,30
24,47
23,12
25,72
17,21
19,14
41,29
20,32
39,9
14,22
26,17
14,42
30,17
33,20
44,42
28,24
45,27
56,19
35,18
12,18
23,14
37,15
49,15
25,14
68,16
41,14
58,34
18,16
18,57
12,15
22,27
12,26
18,17
30,22
26,14
19,9
44,19
9,11
25,33
48,46
36,27
78,17
9,33
32,27
12,13
42,49
80,20
32,27
80,53
23,15
25,26
28,16
30,19
17,9
15,24
32,29
15,13
44,14
32,70
25,26
41,21
30,20
73,13
43,25
11,20
23,20
40,14
48,31
14,18
29,14
41,31
17,18
37,15
32,41
16,16
9,22
27,18
52,17
58,33
14,15
29,20
29,10
10,8
22,22
17,24
19,21
54,21
43,17
39,31
55,12
63,67
20,28
27,15
35,15
18,15
29,26
16,32
28,20
18,11
46,25
23,14
13,17
42,13
28,63
22,17
28,17
32,29
20,57
21,28
13,11
34,22
32,18
27,18
14,13
31,24
32,59
46,53
16,25
53,46
13,12
23,30
21,27
19,40
52,18
40,26
11,26
14,27
11,10
31,80
80,80
9,12
45,35
40,21
25,29
15,45
47,29
78,19
20,37
55,36
22,18
40,14
33,45
46,33
36,38
25,20
16,21
12,40
34,26
22,34
24,55
61,19
33,18
34,27
53,22
23,19
24,19
13,18
40,21
24,30
30,20
41,33
28,18
15,14
31,15
14,13
8,9
25,44
48,34
24,25
25,12
19,20
41,31
11,9
33,21
25,33
20,28
23,13
63,32
19,39
48,11
40,28
37,23
23,14
22,43
25,21
26,58
26,13
45,30
26,19
38,15
25,28
43,45
42,14
25,18
26,18
72,38
26,48
17,39
24,19
13,11
34,22
14,23
37,25
18,13
14,23
40,12
15,15
36,32
15,23
12,12
9,42
21,15
17,32
19,22
12,20
22,31
19,27
10,9
53,18
21,18
33,17
28,27
46,19
22,27
16,29
35,28
42,14
54,23
35,31
17,15
18,30
28,24
29,80
27,11
20,12
17,23
17,15
20,49
23,17
33,34
75,27
19,24
42,31
21,22
35,12
19,23
15,15
32,19
25,15
16,28
40,28
43,17
28,14
41,16
14,15
27,39
28,20
18,17
34,20
49,15
22,31
26,40
11,8
26,24
80,29
32,22
16,21
37,35
38,30
15,23
67,21
44,13
37,27
30,26
15,14
17,51
19,14
38,14
26,16
17,16
23,29
16,19
31,19
43,14
26,31
17,34
18,32
32,41
36,16
17,23
41,29
15,65
21,22
51,21
16,29
15,12
34,56
28,13
30,22
13,19
34,27
18,43
17,34
47,13
15,39
11,19
10,36
9,10
63,26
25,27
39,10
33,20
28,29
37,26
14,23
28,48
59,34
34,47
19,33
17,24
15,23
29,15
28,22
26,17
30,15
24,19
27,13
35,33
48,38
24,33
40,17
36,20
25,19
34,14
12,12
25,21
59,28
31,16
30,10
33,24
21,11
27,19
13,29
52,65
21,13
22,21
41,17
19,16
37,24
27,21
20,29
14,17
9,11
50,75
25,15
21,9
40,56
63,19
48,20
32,24
54,54
23,27
36,28
30,25
16,21
14,20
19,17
14,14
17,9
25,20
26,24
27,27
34,72
27,21
42,20
38,18
26,30
24,64
24,25
13,40
22,28
13,16
29,23
38,16
18,25
22,31
15,16
14,51
32,13
12,14
27,25
23,25
17,18
25,30
28,28
25,9
42,9
8,9
32,31
44,74
19,35
25,18
79,49
31,25
13,57
59,29
35,18
40,66
31,48
41,23
33,12
19,25
61,21
26,27
22,24
16,21
15,14
41,44
34,23
67,32
28,35
25,20
20,14
32,15
12,11
24,80
15,14
46,22
30,11
37,34
46,18
21,57
29,15
22,55
13,13
9,20
22,40
36,16
34,31
12,26
21,11
24,49
10,9
34,42
21,30
23,10
13,23
34,35
21,15
29,44
80,18
28,53
24,15
41,26
17,17
22,25
38,17
37,22
38,11
26,40
18,42
38,45
62,80
51,61
27,17
32,35
30,23
30,38
23,18
19,16
24,15
31,19
23,19
32,28
31,23
64,17
17,15
32,19
36,52
16,17
9,9
19,21
16,17
26,26
9,20
30,13
27,18
11,10
70,49
28,15
33,27
36,20
46,22
20,18
33,12
36,29
29,53
35,17
22,44
18,12
63,30
23,17
47,31
65,22
17,27
30,67
34,48
29,26
45,23
56,37
26,15
21,27
22,14
33,33
11,15
63,15
14,37
21,22
38,12
16,23
19,17
20,46
16,13
16,32
16,20
9,20
43,19
18,38
21,22
12,20
9,67
16,52
10,10
53,26
28,20
54,10
45,16
29,21
37,23
14,28
37,37
31,34
32,17
38,13
79,25
31,40
44,14
21,14
24,27
17,43
15,22
14,15
29,34
42,35
65,38
37,26
40,27
20,12
19,14
19,20
20,18
15,40
21,14
36,32
36,47
31,18
24,13
28,43
33,17
13,17
9,25
19,48
19,17
32,19
13,11
31,45
12,18
9,8
30,30
29,22
33,18
28,15
28,15
20,17
28,12
24,21
20,20
37,27
32,13
21,17
24,33
18,35
19,30
16,10
38,27
18,15
13,45
25,44
45,25
22,18
32,13
42,37
21,18
34,59
11,39
37,38
56,22
23,25
14,12
14,31
19,21
30,10
15,27
21,40
17,19
9,9
17,22
17,32
47,39
13,9
27,12
34,20
8,10
26,28
55,24
31,20
27,41
23,17
52,34
34,25
30,29
32,28
29,27
25,39
17,13
28,25
22,13
19,42
19,26
43,29
14,14
12,16
43,32
72,16
65,27
28,16
29,25
34,19
23,32
12,13
42,22
27,21
33,22
12,16
17,23
58,28
29,11
14,31
27,32
14,12
22,8
20,25
17,49
19,24
27,21
25,25
13,28
11,9
69,52
19,33
45,16
13,56
51,20
19,29
13,13
34,71
29,21
67,26
33,45
25,12
26,31
18,19
47,14
20,25
34,15
19,15
13,29
34,21
31,58
36,27
32,15
26,34
23,30
70,30
21,10
80,25
15,30
56,62
39,46
14,34
38,19
11,47
36,31
28,38
13,13
9,9
29,18
18,18
51,30
9,23
24,10
28,35
10,8
51,20
49,34
34,28
23,40
75,35
20,39
26,35
43,36
27,31
29,14
27,20
24,19
76,13
55,21
19,25
29,10
20,57
23,15
12,13
37,25
33,38
21,21
60,17
22,18
48,30
48,40
44,16
24,26
15,13
34,24
22,14
70,15
40,39
40,35
16,14
44,66
15,13
8,8
42,23
18,18
53,16
31,11
51,15
27,44
8,10
45,37
50,33
33,48
28,15
34,14
41,30
48,24
30,23
34,41
26,34
54,19
17,33
29,12
45,13
19,15
25,30
16,18
17,19
15,14
35,26
20,27
35,23
55,22
63,21
26,25
37,16
40,14
26,45
14,22
23,28
43,35
38,23
78,19
17,38
13,14
38,36
14,16
9,26
25,19
19,18
21,36
32,15
13,11
20,31
10,8
69,64
50,58
31,37
31,17
45,30
21,18
25,25
34,23
21,60
63,69
34,33
22,17
28,15
49,27
30,14
20,25
36,18
17,24
35,16
31,26
53,19
34,43
38,15
51,19
42,38
60,76
11,15
38,13
14,32
20,15
13,16
16,67
19,17
39,18
48,28
32,26
17,20
8,9
40,43
40,26
50,31
23,26
14,30
27,30
8,11
35,35
17,17
20,25
37,31
14,19
45,14
14,14
43,31
26,24
21,34
51,21
36,21
15,25
24,15
44,21
35,10
17,20
39,22
25,27
29,19
44,29
24,34
25,20
47,31
68,40
19,31
17,10
42,42
13,12
26,28
36,19
17,14
14,45
23,30
26,16
15,36
13,15
8,9
19,23
18,17
18,17
41,27
34,28
23,17
9,8
28,31
80,20
40,45
31,13
52,15
37,15
43,45
34,48
26,23
21,12
42,13
24,18
27,13
23,25
20,17
38,29
19,50
27,21
27,35
39,23
75,10
60,68
43,14
47,23
24,26
27,36
43,17
25,21
69,25
76,48
34,24
16,16
80,21
32,21
16,34
23,22
12,12
41,23
44,37
30,38
42,22
15,21
28,33
17,14
9,10
28,45
40,53
50,44
29,15
29,22
20,24
14,13
27,31
25,19
38,19
17,21
28,12
25,32
39,12
35,22
35,17
19,34
23,14
14,36
38,21
37,30
50,29
25,76
19,16
55,18
34,44
23,19
22,17
12,41
47,54
28,48
17,17
15,17
19,22
27,22
24,15
17,13
28,9
18,57
34,32
18,20
24,17
35,12
11,28
8,9
25,37
50,19
47,9
77,22
33,46
47,15
13,37
30,23
45,20
37,17
33,25
21,17
16,29
55,16
34,14
19,9
42,17
30,19
15,28
26,27
31,17
22,33
25,29
39,31
26,15
47,16
17,20
32,15
12,22
53,23
41,22
32,18
22,21
19,23
14,14
24,14
41,15
9,49
55,16
44,19
22,24
10,23
22,22
29,19
11,8
25,28
18,27
24,28
36,60
45,21
38,17
34,12
35,30
24,40
22,65
34,26
18,14
45,26
24,23
26,19
19,12
39,22
29,14
14,27
42,38
33,16
24,23
27,15
19,18
48,27
24,41
11,12
24,37
13,25
21,17
40,28
16,19
19,23
40,17
15,20
37,39
13,12
8,9
43,24
16,19
35,19
22,41
11,11
13,10
8,8
26,35
39,17
33,45
31,27
46,39
19,22
31,14
58,24
31,25
39,21
36,14
23,24
23,23
16,36
54,23
43,18
33,14
18,19
28,12
40,14
49,17
22,31
30,31
17,18
21,20
80,47
12,16
25,60
15,14
21,21
63,22
30,14
20,31
19,17
26,35
43,21
15,14
38,43
23,16
30,32
39,32
24,24
79,10
61,16
8,11
32,36
52,19
20,15
21,14
28,32
24,34
13,28
40,24
80,41
47,24
22,38
17,21
30,28
28,18
29,14
36,60
14,55
29,15
40,16
52,45
33,20
29,19
40,47
22,16
77,31
39,17
23,21
41,35
14,33
33,19
25,33
28,16
19,46
40,24
13,31
47,33
15,13
9,41
47,28
17,16
61,39
47,14
21,12
20,33
11,9
56,27
26,24
35,18
24,20
28,20
21,13
14,16
57,22
47,18
24,15
23,23
17,33
31,26
28,22
35,23
37,18
14,52
25,18
13,15
29,22
24,27
26,19
65,16
31,32
29,23
35,36
13,18
30,41
12,15
61,25
51,47
16,34
31,21
16,23
14,16
15,36
80,16
26,8
19,19
61,19
23,17
14,22
23,28
42,35
11,10
26,16
70,17
34,12
16,24
46,27
43,19
13,14
34,22
21,21
37,22
23,31
12,17
34,14
23,30
63,22
19,18
16,19
18,62
15,15
29,25
41,39
50,35
25,31
35,27
34,25
20,16
11,21
31,20
16,16
48,24
31,22
47,14
34,17
15,28
29,32
24,38
12,15
22,8
68,11
17,27
19,22
67,27
26,33
11,17
8,10
31,36
39,36
53,23
42,21
32,14
23,24
14,11
47,33
52,80
22,14
22,28
20,12
24,14
45,26
14,20
17,11
17,53
19,31
13,25
28,23
28,42
21,26
40,13
18,17
32,47
20,19
20,13
44,13
28,35
41,13
26,42
17,25
39,18
30,19
34,16
42,19
15,17
23,9
28,18
41,16
18,14
26,21
21,29
26,20
11,11
28,17
62,42
21,24
29,13
29,20
34,39
16,32
30,22
25,23
34,24
48,28
26,14
47,28
19,12
20,36
17,24
54,17
19,25
14,25
37,44
28,17
23,40
15,33
18,16
22,22
33,41
22,16
44,23
12,25
21,26
25,80
40,19
56,19
27,22
16,16
30,30
12,15
8,27
16,34
31,18
47,23
26,24
28,28
18,11
9,9
27,23
26,22
38,69
12,10
34,20
34,15
26,13
31,23
21,66
21,23
24,26
25,17
31,28
30,14
32,42
30,37
16,43
17,15
46,14
52,63
23,14
24,22
20,40
26,19
33,15
29,25
24,18
22,77
47,15
25,31
17,34
16,24
39,77
22,23
14,13
44,19
14,14
46,64
23,21
16,18
44,22
41,49
20,9
30,11
9,10
39,36
29,21
33,32
64,33
42,26
40,22
49,24
57,30
49,19
54,55
22,14
39,49
16,24
19,22
28,20
38,41
37,21
14,41
37,17
47,23
42,52
30,20
28,38
17,21
54,39
20,22
13,19
17,18
37,13
36,23
80,32
24,71
33,18
19,36
17,16
47,19
13,13
9,9
67,36
17,18
18,20
15,9
45,31
28,53
9,10
33,14
80,17
34,13
63,18
29,12
23,14
13,17
29,33
29,59
37,15
30,13
22,41
31,30
29,17
39,19
64,24
16,18
27,23
42,20
25,20
20,15
25,31
12,16
30,16
21,42
36,12
13,12
35,21
12,13
21,24
32,16
35,14
19,15
64,24
13,13
16,13
15,13
26,20
56,51
18,40
35,26
25,38
21,28
40,13
11,10
34,18
35,30
45,17
53,53
35,12
29,37
28,30
62,33
74,56
23,19
63,32
16,21
80,39
30,19
20,15
31,27
42,15
29,31
12,17
35,20
45,26
27,42
49,45
41,20
29,43
22,28
22,17
38,49
12,37
34,68
33,26
16,35
52,33
16,10
13,19
38,30
15,15
8,27
35,15
31,47
79,37
14,10
34,12
38,13
9,10
33,32
20,45
32,10
30,18
28,22
20,18
13,24
80,23
27,26
34,23
36,15
15,48
24,28
17,25
31,41
30,25
16,12
17,30
56,40
63,45
26,32
25,25
47,40
20,17
24,20
36,40
19,12
20,11
15,27
55,41
48,12
19,23
61,12
38,30
37,48
39,26
21,13
26,8
18,18
46,48
21,50
20,30
9,31
10,11
11,10
36,20
27,28
34,16
13,15
36,20
21,16
56,53
27,22
35,18
20,38
24,24
18,13
20,20
31,13
22,14
19,19
16,17
20,29
26,13
26,20
20,29
21,30
39,41
29,31
34,12
38,32
18,21
23,24
32,21
28,15
11,11
15,15
18,16
58,11
29,15
22,27
13,17
8,21
36,15
42,19
20,21
15,12
14,22
37,14
9,11
25,27
45,16
21,33
25,60
33,19
51,17
13,16
56,42
54,24
20,15
61,25
47,34
25,13
22,12
25,22
58,19
17,25
14,33
27,34
54,22
46,20
33,20
22,14
19,19
35,23
20,39
11,20
80,23
80,49
23,23
11,19
34,16
41,22
21,19
48,33
25,26
13,12
23,8
36,25
29,16
49,14
27,31
22,12
12,40
9,9
28,22
18,17
30,34
11,20
36,28
29,13
13,16
41,24
36,70
58,29
23,54
15,28
39,30
49,12
19,19
18,10
17,40
15,27
14,18
32,20
22,37
37,18
27,32
35,25
35,18
23,26
18,20
45,24
33,25
21,17
57,24
17,15
39,19
40,45
14,13
37,18
14,19
8,32
46,20
16,39
20,25
24,12
28,9
10,14
10,9
28,30
61,25
26,45
56,68
22,13
25,41
15,45
42,32
71,19
38,23
22,36
22,13
45,14
22,12
26,14
19,17
12,15
14,30
56,49
25,19
20,38
20,18
39,16
34,19
23,30
24,14
23,18
36,55
16,13
62,60
12,22
47,19
79,12
35,17
14,19
26,15
13,12
23,9
80,43
30,26
58,24
12,27
33,30
19,9
9,8
64,38
27,29
54,9
25,15
59,30
49,13
14,27
36,40
62,39
42,30
42,30
19,23
40,15
23,12
46,42
35,11
15,15
24,16
13,18
24,26
36,60
33,20
15,43
30,34
49,27
22,31
39,17
14,32
15,80
23,18
32,20
28,46
21,10
56,13
15,32
43,29
14,21
27,9
22,27
19,31
30,22
15,12
26,12
13,26
10,11
48,17
28,17
45,18
26,27
37,31
22,23
37,56
31,29
21,39
29,36
23,21
35,19
44,40
33,21
27,20
30,39
35,20
19,30
16,44
35,36
22,27
58,16
16,40
24,52
25,23
21,24
41,18
25,60
53,12
24,16
40,26
15,30
44,31
48,17
29,24
25,19
18,21
8,44
24,19
60,17
28,33
13,23
12,32
17,18
11,10
47,29
76,27
31,19
25,27
48,20
51,15
26,70
23,27
61,9
24,34
54,14
20,17
17,38
25,12
43,15
80,12
21,27
17,30
12,13
32,19
59,31
21,31
38,17
32,35
22,19
24,16
37,10
25,24
41,36
35,37
24,22
14,14
18,43
24,28
35,25
54,29
13,41
35,31
19,22
17,19
42,14
22,17
13,26
12,19
11,10
46,27
18,15
23,21
43,10
27,28
19,26
65,27
27,30
18,16
28,36
21,35
29,23
14,36
29,18
46,17
17,17
14,22
24,14
12,41
28,37
21,31
25,28
30,35
30,17
23,64
33,29
18,19
37,31
28,15
46,47
11,30
18,35
20,32
28,24
54,16
42,21
15,12
8,8
13,15
31,28
35,22
9,18
17,22
80,28
8,8
46,35
19,27
22,22
24,23
58,17
19,22
22,12
44,22
21,31
72,29
14,24
15,22
30,25
65,16
36,49
16,17
44,21
15,29
12,36
32,19
29,29
71,23
12,32
19,47
37,31
56,23
12,10
32,25
15,13
58,23
30,28
31,17
20,17
16,12
31,15
47,27
12,13
22,8
21,20
45,19
18,19
25,15
10,11
27,31
10,8
25,19
80,17
19,27
21,28
15,27
19,13
13,54
31,19
28,30
21,21
36,23
38,18
20,25
17,21
32,17
23,9
16,15
20,18
16,12
26,20
42,21
55,23
59,30
31,18
27,35
46,27
13,19
43,40
14,38
47,34
23,10
42,17
56,12
17,18
13,14
26,21
15,14
9,9
45,35
48,16
40,33
22,23
11,33
27,27
8,8
27,26
33,14
21,35
50,15
35,20
36,12
13,52
57,21
27,19
22,14
25,37
49,19
38,26
25,12
27,16
18,18
17,29
17,14
12,13
36,25
25,29
36,27
33,43
27,30
34,26
41,60
20,15
41,43
14,14
19,17
38,33
15,16
19,18
33,21
16,20
45,32
15,17
